time,eta_0,eta_1,eta_2,eta_3,eta_4,eta_5,nu_0,nu_1,nu_2,nu_3,nu_4,nu_5,nu_diff_0,nu_diff_1,nu_diff_2,nu_diff_3,nu_diff_4,nu_diff_5,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5
1.6116538047790527,-0.003529208,0.00953665,-0.234332825,0.013227003,0.000786511,0.002151006,-0.001698029,0.001426335,0.007336656,0.005874453,-0.004563472,0.138562122,-0.005417781,0.032493168,-0.002544316,0.014481177,-0.016982266,0.070240919,0.588715893,1.330384751,-2.730921556,-0.368601981,-0.182462901,1.297827449
1.7125558853149414,-0.003695501,0.010112691,-0.233984721,0.013881384,3.5965e-05,0.015397283,-0.001884577,0.003627553,0.006568392,0.005578709,-0.00622696,0.128693729,-0.002905568,0.024854348,-0.006035691,0.002314738,-0.016510778,-0.046651995,0.382624692,0.878900451,-3.548947228,-0.364207911,-0.150564315,0.545221384
1.8122689723968506,-0.00381656,0.010631231,-0.233810417,0.014230594,-0.000853792,0.027307989,-0.001757157,0.004827197,0.005514405,0.003271146,-0.007270596,0.114498404,2.0273e-05,0.015853815,-0.009188617,-0.015458519,-0.012258681,-0.11336287,0.114787408,0.263670135,-4.199430296,-0.372397055,-0.128926778,0.163566415
1.9127569198608398,-0.003923533,0.011178438,-0.233788343,0.014271543,-0.001853124,0.037372476,-0.001555993,0.005689728,0.004260922,-0.000488689,-0.00734154,0.094517995,0.001414226,0.010793858,-0.011530965,-0.030956403,-0.004174216,-0.173871725,0.257854053,0.339781457,-4.708894545,-0.387057569,-0.102116768,-0.112694369
2.0136659145355225,-0.003985064,0.01184057,-0.233884726,0.013814746,-0.002564037,0.044866082,-0.00117985,0.006674628,0.002876182,-0.004750901,-0.006295152,0.066608928,0.003057268,0.010132461,-0.013152473,-0.039122405,0.00607245,-0.247524986,0.465913368,0.443536647,-5.057717489,-0.405619736,-0.065860739,-0.526711551
2.115355968475342,-0.00400916,0.0126105,-0.234052526,0.012964356,-0.003136226,0.049000131,-0.000722488,0.007703543,0.001440878,-0.008964489,-0.003936118,0.02613053,0.004118718,0.010242145,-0.013992869,-0.041231837,0.018334975,-0.357606284,0.623427963,0.398506811,-5.232152026,-0.421302378,-0.017507971,-1.065295768
2.2153890132904053,-0.003955767,0.013422712,-0.234224316,0.011641529,-0.00332279,0.048344919,-0.000183208,0.00843445,0.000136178,-0.011233182,-0.001072914,-0.019855217,0.004936556,0.008088666,-0.013151684,-0.027939009,0.025149929,-0.422870345,0.596259997,0.127986819,-5.227455239,-0.424939206,0.045853683,-1.687782964
2.3154218196868896,-0.003818774,0.014173799,-0.234407686,0.010490636,-0.003059268,0.043030091,0.000526016,0.008703058,-0.001294895,-0.011410411,0.001765784,-0.065736181,0.006445536,0.004306859,-0.013963018,-0.009622309,0.027415865,-0.448027852,0.60788619,-0.15561422,-5.094400629,-0.408450389,0.101110431,-2.160258944
2.4175148010253906,-0.003602184,0.014806459,-0.234576372,0.009481745,-0.002608631,0.033182348,0.001295031,0.008387281,-0.002612234,-0.009127245,0.004092157,-0.106976561,0.007316761,-0.000918378,-0.013410279,0.013095472,0.024509375,-0.423091011,0.612349762,-0.522561371,-4.860956736,-0.366352384,0.148360863,-2.469292247
2.5166099071502686,-0.003302962,0.015193518,-0.234739858,0.009006541,-0.001967947,0.020121133,0.002065804,0.007165763,-0.003785454,-0.004202808,0.00546074,-0.132419287,0.007484651,-0.008658486,-0.012074593,0.037723797,0.016745045,-0.301534249,0.593696241,-0.977247544,-4.585071765,-0.300991212,0.178106845,-2.424266775
2.6184048652648926,-0.002942071,0.015248473,-0.234927639,0.009117594,-0.001329664,0.006220223,0.00277566,0.005091811,-0.004820061,0.00222929,0.005519473,-0.137562287,0.007214389,-0.017115208,-0.010864628,0.056341824,0.005434646,-0.126461275,0.522591641,-1.291127731,-4.314694097,-0.225299018,0.181038991,-1.804373939
2.7201709747314453,-0.002562851,0.015191555,-0.235194708,0.00988635,-0.000588722,-0.007058787,0.003311857,0.003138517,-0.00575204,0.008140937,0.004266888,-0.130233099,0.005844095,-0.018539517,-0.009655318,0.057472676,-0.006965774,0.012359967,0.309724721,-1.087208814,-4.08139127,-0.157261583,0.157908406,-0.934226343
2.820560932159424,-0.002192724,0.015146668,-0.235581522,0.011159402,-0.000276758,-0.019308026,0.003679537,0.001790037,-0.00657337,0.01221369,0.002088155,-0.11749731,0.004326989,-0.015001215,-0.008645907,0.045751073,-0.017340868,0.092858511,-0.20589032,-0.498684432,-3.896150339,-0.112427317,0.116214876,-0.308423459
2.922168016433716,-0.001815754,0.015029236,-0.236122619,0.012599813,-0.000107915,-0.029857467,0.003957379,0.000566058,-0.00725643,0.013839405,-0.00044572,-0.099739538,0.003242993,-0.013068219,-0.007375195,0.025105328,-0.022939386,0.152161961,0.299671826,-0.35828831,-3.713554451,-0.10806848,0.057561997,-0.058469975
3.022109031677246,-0.001483206,0.014785824,-0.23681431,0.013933596,-0.000367644,-0.038121781,0.003988345,-0.000755389,-0.007693998,0.012995112,-0.002635027,-0.074402926,0.001189658,-0.013170598,-0.005275531,0.001621546,-0.022206961,0.223004873,0.231349662,-0.606994644,-3.401712982,-0.167066783,-0.021305584,0.284650257
3.1221609115600586,-0.001284397,0.014412179,-0.237619752,0.015048935,-0.000576754,-0.043142123,0.003516478,-0.002168947,-0.007826714,0.010282965,-0.004005699,-0.040685821,-0.00294617,-0.013846083,-0.002511675,-0.018498569,-0.016256795,0.302921196,0.172539714,-0.845635328,-2.834307816,-0.302439816,-0.098045215,0.764255472
3.2240447998046875,-0.001270274,0.013961692,-0.238496547,0.015788218,-0.001130175,-0.044310202,0.002487887,-0.003461523,-0.007746609,0.006489694,-0.004543119,8.9554e-05,-0.008083991,-0.013201859,-0.000192763,-0.032102464,-0.008638979,0.376303984,0.106425645,-0.988964961,-2.440792222,-0.40883192,-0.041607744,1.314006295
3.3249168395996094,-0.001456788,0.013500685,-0.239413099,0.016046772,-0.001517983,-0.041138511,0.000974114,-0.004399708,-0.007544332,0.002247777,-0.004417921,0.044686685,-0.01281383,-0.010399077,0.001330341,-0.038741938,-0.001732492,0.418949934,0.036813529,-1.023643791,-2.333485024,-0.442899048,-0.01733299,1.831263308
3.425251007080078,-0.001826758,0.013129705,-0.240320338,0.015869954,-0.002141503,-0.033357862,-0.000815365,-0.004725273,-0.007200989,-0.001939899,-0.003881703,0.087920194,-0.016370503,-0.005398681,0.002802505,-0.040936313,0.003233777,0.428319542,-0.01584538,-0.948284512,-2.249767108,-0.442814034,0.003501185,2.211363432
3.526068925857544,-0.002307112,0.012927287,-0.241186979,0.015379633,-0.002578374,-0.021864688,-0.002539194,-0.004259516,-0.00663797,-0.004987009,-0.003595593,0.121410003,-0.016977953,0.001640696,0.004781886,-0.033610665,0.002972904,0.362924529,0.072268786,-0.711106563,-2.080017948,-0.413861774,0.034316306,2.326728407
3.6269028186798096,-0.002636064,0.013069647,-0.241979718,0.014701485,-0.003179124,-0.008189608,-0.003202818,-0.002486605,-0.005758459,-0.00630468,-0.004016614,0.136410206,-0.009738757,0.012902587,0.007591147,-0.019306895,-0.002055273,0.213878775,0.531788924,-0.207225295,-1.283847448,-0.434513174,0.091140469,1.99563805
3.726256847381592,-0.002881778,0.01340527,-0.242666621,0.013936338,-0.003828266,0.005474045,-0.003313746,-0.000406515,-0.004468738,-0.006797118,-0.004683269,0.134219484,-0.003698122,0.018431404,0.011305389,-0.009239133,-0.005283164,0.048828579,0.741766663,0.114013724,-0.308299694,-0.377543024,0.203376736,1.242091608
