x1,x2,x3,x4,u
0,0.523598775598299,0,0,-0.389258925968889
0.000667760157115996,0.516651105051437,0.0407115490027765,-0.454254917339086,3.74632004176378
-0.000456809082166798,0.502733763920863,-0.113910974546242,-0.475503337361942,-2.32597715377428
-0.00176386799068669,0.478580943539993,0.0201403159024645,-1.11810873169574,2.31473129595483
-0.0024820091648496,0.443025766109664,-0.0685029431553133,-1.24667290797483,0.388511438240137
-0.00443541094511322,0.400802404864223,-0.0648541218892091,-1.55640924942395,-0.343348757772405
-0.00575782233579645,0.348534420331556,-0.0275533913665132,-1.91261355483178,-0.880160535068511
-0.00560086138194265,0.285275186193834,0.0328765138374721,-2.28563185927646,1.55074843496809
-0.00553105701267682,0.216061331492118,-0.0297569666622026,-2.31627942564505,2.43669204407624
-0.00807027507511495,0.148495820471937,-0.139204752279709,-2.18019615158955,1.72949571817617
-0.0133966197775625,0.084546956778251,-0.216072507566882,-2.07459821576255,2.14359107872165
-0.0213909129134728,0.0253728588842675,-0.315743985522208,-1.86581707353754,1.93515939455031
-0.0322410494241055,-0.0272375181812552,-0.406155869994802,-1.63871236153503,0.57425970919987
-0.0447794286458443,-0.0750368653239294,-0.430087068898586,-1.54122647810344,3.09000799574359
-0.05999052117745,-0.114542421442002,-0.579432533972973,-1.09921248918756,-0.619145112004617
-0.0768208333275604,-0.147508856072384,-0.543990705132575,-1.09102277181334,-3.46451446235267
-0.0904750381461693,-0.185070040262705,-0.372394562847661,-1.39306617272437,-1.89560096145218
-0.100292760601045,-0.227998300987007,-0.285274836987201,-1.45566161171202,4.47117486356343
-0.112372791961081,-0.260489657845771,-0.511808560110048,-0.727300645707661,-0.435671295114149
-0.127461126347109,-0.280036867246878,-0.493690936174195,-0.574442034202755,-1.47978119435017
-0.141240597416237,-0.296636668145561,-0.426036355884253,-0.52751261483319,-1.19218882552782
-0.153244654124802,-0.311041027200058,-0.374649460162599,-0.43001781317354,-1.02110259900987
-0.163863291445441,-0.322001317743703,-0.333190424836882,-0.299501512030682,-0.581798845618925
-0.173586425527437,-0.328116949089268,-0.314049191983553,-0.109776575706342,-0.723107579200198
-0.182636726710944,-0.328728862694738,-0.288389465660747,0.0668934401966652,-0.333461094348689
-0.191214322631255,-0.323351230396059,-0.281782466009994,0.287044164681065,2.59177673587549
-0.201775264472561,-0.306279918680623,-0.415905758300292,0.83422486419139,-0.646133973103085
-0.213870632103568,-0.278934006043392,-0.388943697207121,0.981942840696481,1.40369798945707
-0.226686556844222,-0.243789452300143,-0.460740579497103,1.34579298006419,0.0105565521755639
-0.240549576773901,-0.200805068295346,-0.460895861719699,1.50846730345813,-1.01183922670063
-0.253599784739333,-0.155424283318969,-0.408351245131006,1.50940193998838,-2.73370619081029
-0.263734565424597,-0.113829986909787,-0.269730375696789,1.26419857155247,-2.22591283370164
-0.270107985122587,-0.0790583482699414,-0.157241129280291,1.05468169552985,-1.58307935275923
-0.273607825072189,-0.0496951655492738,-0.0774608188445931,0.902654072827169,-3.29447994053076
-0.273410946886254,-0.0284522114327214,0.085923145653789,0.522517892854574,3.39023125461529
-0.27347168293038,-0.00593988302356607,-0.0834005132132885,0.959184797031876,0.670521174189721
-0.27643453272207,0.0239449314645399,-0.112202638897845,1.02468988818549,-2.52211838794413
-0.277779517581002,0.0492691756176498,0.0186763772378979,0.670177168568105,-2.67350744197321
-0.275119617779349,0.0635278835324305,0.154140318771186,0.289945028306797,-0.717880837736261
-0.269938729910392,0.0701097743230821,0.189836555932711,0.151576433028188,1.08351941310682
-0.265073185407524,0.0759340035858021,0.136112348034751,0.232056036545458,-0.924213865553083
-0.260258605783018,0.0802164467848707,0.182937799267158,0.0577062148124472,-2.58820951814809
-0.252788276222783,0.0761294921954569,0.310153483778044,-0.317421727160932,-1.42918844439129
-0.242448077346779,0.0632277632527009,0.376090452051446,-0.533421489074084,0.47723562370948
-0.231628328512343,0.0477418011957381,0.345384900869041,-0.49747065853728,2.62558978810983
-0.223373260005829,0.0375981981877512,0.208968315551799,-0.187516450328665,0.0225461320900652
-0.217171351274559,0.0317471798215739,0.20422779758269,-0.201176716786076,1.81952062169154
-0.21248873598939,0.0289865782367347,0.110837277584088,0.0102672386942317,-1.09388845379829
-0.208342820629265,0.0269274289409914,0.163509591680602,-0.142186230664447,0.00776783824541177
-0.203484830367285,0.0224992371691938,0.160154930986978,-0.151982638615649,0.327636137892442
